title,budget,revenue,runtime,popularity,vote_average,vote_count,belongs_to_collection,director,lead_actor,profit,profit_margin,production_company,genre1,genre2,genre3
The Perfect Game,12500000,3878993,118,3.461,7.043,164,False,William Dear,Clifton Collins Jr.,-8621007,-2.222485835885757,HighRoad Entertainment,Drama,Family,
Wanderlust,35000000,24200000,98,3.4606,5.504,1265,False,David Wain,Jennifer Aniston,-10800000,-0.4462809917355372,Relativity Media,Comedy,Romance,
Spencer,18000000,14000000,116,3.4572,6.757,1704,False,Pablo Larraín,Kristen Stewart,-4000000,-0.2857142857142857,FilmNation Entertainment,Drama,History,
Crimes of the Future,27000000,4551565,107,3.4531,6.051,1149,False,David Cronenberg,Viggo Mortensen,-22448435,-4.932025578015474,Serendipity Point Films,Science Fiction,Horror,
Gothika,40000000,141591324,98,3.4531,6.1,2332,False,Mathieu Kassovitz,Halle Berry,101591324,0.7174968149884664,Dark Castle Entertainment,Horror,Thriller,Mystery
Words on Bathroom Walls,8000000,3151849,111,3.4524,7.8,628,False,Thor Freudenthal,Charlie Plummer,-4848151,-1.538192660879376,LD Entertainment,Drama,Romance,
Titan A.E.,75000000,36754634,94,3.4515,6.6,1105,False,Don Bluth,Matt Damon,-38245366,-1.0405590217549168,David Kirschner Productions,Animation,Action,Science Fiction
The Wedding Date,15000000,47175038,88,3.45,6.815,1207,False,Clare Kilner,Debra Messing,32175038,0.6820352322768665,Visionview Productions,Romance,Comedy,
The Craft: Legacy,18000000,2300000,94,3.4495,6.1,836,True,Zoe Lister-Jones,Cailee Spaeny,-15700000,-6.826086956521739,Blumhouse Productions,Horror,Drama,Fantasy
Gunpowder Milkshake,30000000,1015760,114,3.4492,6.3,1054,True,Navot Papushado,Karen Gillan,-28984240,-28.534535717098528,Studio Babelsberg,Action,Crime,Thriller
The Opposite Sex,3300000,50206,96,3.4492,4.628,47,False,Jennifer Finnigan,Geoff Stults,-3249794,-64.72919571365972,Verdi Productions,Comedy,,
You Were Never Really Here,17000000,9400000,89,3.4452,6.5,2870,False,Lynne Ramsay,Joaquin Phoenix,-7600000,-0.8085106382978723,Why Not Productions,Crime,Drama,Thriller
Think Like a Man Too,24000000,70181428,105,3.4449,6.418,564,True,Tim Story,Adam Brody,46181428,0.6580291868669301,Will Packer Productions,Comedy,Romance,
Sunshine,50000000,34800000,107,3.4439,7.0,3922,False,Danny Boyle,Cillian Murphy,-15200000,-0.4367816091954023,Ingenious Media,Science Fiction,Thriller,
"I, Frankenstein",65000000,76801179,92,3.4437,5.363,1964,False,Stuart Beattie,Aaron Eckhart,11801179,0.15365882599276243,Lionsgate,Horror,Thriller,
Leap Year,19000000,32686500,100,3.4413,6.9,2068,False,Anand Tucker,Amy Adams,13686500,0.4187202667768039,Birnbaum/Barber Productions,Romance,Comedy,
How Do You Know,120000000,48668907,121,3.4396,5.3,1010,False,James L. Brooks,Reese Witherspoon,-71331093,-1.465639920781455,Columbia Pictures,Comedy,Drama,Romance
Copshop,43500000,6807158,108,3.4378,6.3,808,False,Joe Carnahan,Gerard Butler,-36692842,-5.3903320592823025,WarParty Films,Thriller,Crime,Action
The Belko Experiment,5000000,10166820,89,3.4376,6.1,1524,False,Greg McLean,John Gallagher Jr.,5166820,0.5082041385605331,Orion Pictures,Horror,Thriller,
Inside Llewyn Davis,11000000,32935319,104,3.4346,7.191,2750,False,Joel Coen,Oscar Isaac,21935319,0.6660120401445027,StudioCanal,Drama,Music,
G-Force,150000000,292817841,88,3.434,5.5,1905,False,Hoyt Yeatman,Sam Rockwell,142817841,0.48773613148797174,Walt Disney Pictures,Family,Fantasy,Action
Hotel Rwanda,17500000,38000000,121,3.434,7.7,2939,False,Terry George,Don Cheadle,20500000,0.5394736842105263,Lionsgate,Drama,History,War
Arbitrage,12000000,35500000,100,3.4296,6.311,876,False,Nicholas Jarecki,Richard Gere,23500000,0.6619718309859155,Lucky Monkey Pictures,Drama,Thriller,
Neighbors 2: Sorority Rising,35000000,108007109,92,3.4264,5.818,4455,True,Nicholas Stoller,Seth Rogen,73007109,0.6759472563977247,Perfect World Pictures,Comedy,,
I Can Only Imagine,7000000,86086881,110,3.4261,7.5,479,True,Jon Erwin,J. Michael Finley,79086881,0.9186867973530136,Kevin Downes Productions,Music,Drama,
A Nightmare on Elm Street,35000000,115664037,95,3.4254,5.5,2763,False,Samuel Bayer,Jackie Earle Haley,80664037,0.6973994604736129,Platinum Dunes,Horror,Mystery,Thriller
Night Swim,15000000,54771241,98,3.4231,5.5,700,False,Bryce McGuire,Wyatt Russell,39771241,0.7261336474008321,Atomic Monster,Horror,,
Escobar: Paradise Lost,17000000,3758328,120,3.423,6.276,780,False,Andrea Di Stefano,Benicio del Toro,-13241672,-3.5232880153089354,uFilm,Thriller,Romance,
Billy Lynn's Long Halftime Walk,40000000,30930984,113,3.4219,6.0,572,False,Ang Lee,Joe Alwyn,-9069016,-0.293201664712639,Bona Film Group,Drama,War,
Solaris,47000000,30002758,99,3.4215,5.918,1344,False,Steven Soderbergh,George Clooney,-16997242,-0.5665226510176165,20th Century Fox,Drama,Science Fiction,Mystery
Stillwater,20000000,19754272,139,3.4213,6.6,1293,False,Tom McCarthy,Matt Damon,-245728,-0.012439233397211499,Participant,Drama,Crime,Thriller
Gold,6500000,176048,97,3.4205,6.172,609,False,Anthony Hayes,Zac Efron,-6323952,-35.92174861401436,Deeper Water,Action,Adventure,Thriller
Unleashed,45000000,50871113,103,3.414,6.934,2048,False,Louis Leterrier,Jet Li,5871113,0.11541153031190805,EuropaCorp,Action,Crime,
The Descendants,20000000,177200000,115,3.4135,6.8,2862,False,Alexander Payne,George Clooney,157200000,0.8871331828442438,Dune Entertainment,Comedy,Drama,
Proud Mary,14000000,21753365,88,3.413,5.5,508,False,Babak Najafi,Taraji P. Henson,7753365,0.356421408825715,Screen Gems,Thriller,Action,Crime
Hostel: Part II,10200000,35728183,93,3.4114,5.834,2078,True,Eli Roth,Lauren German,25528183,0.7145110905863866,Next Entertainment,Horror,,
The Fast and the Furious: Tokyo Drift,85000000,158964610,104,3.41,6.521,7130,True,Justin Lin,Lucas Black,73964610,0.4652897899727493,MP Munich Pape Filmproductions,Action,Crime,Drama
Traffic,48000000,207500000,147,3.4099,7.076,2217,False,Steven Soderbergh,Michael Douglas,159500000,0.7686746987951807,USA Films,Thriller,Drama,Crime
Water for Elephants,38000000,117094902,122,3.4094,6.9,2550,False,Francis Lawrence,Robert Pattinson,79094902,0.6754769050492053,Big Screen Productions,Drama,Romance,
My Week with Marilyn,6400000,35100000,99,3.4081,6.7,1302,False,Simon Curtis,Michelle Williams,28700000,0.8176638176638177,The Weinstein Company,Drama,Romance,
Eye in the Sky,13000000,18704595,102,3.4071,7.009,1611,False,Gavin Hood,Helen Mirren,5704595,0.30498361498872334,Raindog Films,Drama,Thriller,War
Mary Magdalene,20000000,11710110,120,3.4063,6.3,546,False,Garth Davis,Rooney Mara,-8289890,-0.7079258862640915,Focus Features,Drama,,
Kiss Kiss Bang Bang,15000000,15785148,103,3.4061,7.169,2781,False,Shane Black,Robert Downey Jr.,785148,0.0497396666790834,Silver Pictures,Comedy,Crime,Mystery
Memoirs of a Geisha,85000000,162242962,146,3.4052,7.7,3151,False,Rob Marshall,Zhang Ziyi,77242962,0.47609437751758993,Columbia Pictures,Drama,Romance,History
I Still Believe,12000000,16069730,115,3.402,7.6,1189,False,Andrew Erwin,K.J. Apa,4069730,0.2532544106217093,Kevin Downes Productions,Music,Drama,Romance
Australia,130000000,211787511,165,3.4018,6.6,2337,False,Baz Luhrmann,Nicole Kidman,81787511,0.3861772141984331,Bazmark,Adventure,Romance,Drama
Father Stu,4000000,21591034,124,3.4017,7.1,653,False,Rosalind Ross,Mark Wahlberg,17591034,0.8147379138951845,Municipal Pictures,Drama,,
Big Trouble,40000000,8493890,85,3.4013,6.1,297,False,Barry Sonnenfeld,Tim Allen,-31506110,-3.7092674852158436,Touchstone Pictures,Action,Comedy,Thriller
Life of the Party,30000000,61700416,105,3.3996,6.1,1007,False,Ben Falcone,Melissa McCarthy,31700416,0.5137796153594816,On the Day,Comedy,,
The Powerpuff Girls Movie,11000000,16426471,74,3.3996,6.8,320,True,Craig McCracken,Cathy Cavadini,5426471,0.33034916629384364,Cartoon Network Studios,Animation,Action,Family
The Strangers: Prey at Night,12500000,31039126,86,3.3981,5.7,1409,True,Johannes Roberts,Bailee Madison,18539126,0.5972824750284528,Aviron Pictures,Horror,Thriller,
The House Bunny,25000000,70442940,97,3.395,5.7,1926,False,Fred Wolf,Anna Faris,45442940,0.6451028307449973,Alta Loma Entertainment,Romance,Comedy,
Ride Along,25000000,153997819,99,3.3906,6.265,2300,True,Tim Story,Ice Cube,128997819,0.8376600385489875,Rainforest Entertainment,Action,Comedy,
The Brave One,70000000,69766619,122,3.3897,6.6,988,False,Neil Jordan,Jodie Foster,-233381,-0.0033451671206827438,Village Roadshow Pictures,Crime,Drama,Thriller
Paper Towns,12000000,85500000,109,3.3867,6.2,5087,False,Jake Schreier,Nat Wolff,73500000,0.8596491228070176,Fox 2000 Pictures,Mystery,Drama,Romance
Stoker,12000000,12077441,99,3.384,6.6,2283,False,Park Chan-wook,Mia Wasikowska,77441,0.006412037119452705,Fox Searchlight Pictures,Drama,Horror,Thriller
The Informer,60000000,2927708,109,3.3838,6.519,877,False,Andrea Di Stefano,Joel Kinnaman,-57072292,-19.493847063983157,Thunder Road,Drama,Crime,Thriller
Enough,38000000,51800000,114,3.3818,6.655,1178,False,Michael Apted,Jennifer Lopez,13800000,0.26640926640926643,Winkler Films,Drama,Thriller,
"Confess, Fletch",20000000,500000,99,3.3814,6.227,332,False,Greg Mottola,Jon Hamm,-19500000,-39.0,Miramax,Comedy,Mystery,Crime
Heist,8900000,4100000,93,3.3807,6.1,938,False,Scott Mann,Jeffrey Dean Morgan,-4800000,-1.170731707317073,Silver Plane Films,Action,Crime,Thriller
Derailed,22000000,57479076,108,3.3772,6.4,1051,False,Mikael Håfström,Clive Owen,35479076,0.6172520240234899,di Bonaventura Pictures,Drama,Thriller,
Missing Link,100000000,26565710,95,3.3765,6.9,876,False,Chris Butler,Hugh Jackman,-73434290,-2.764250983692888,Laika,Family,Animation,Comedy
Wolfwalkers,12000000,1310720,103,3.3731,8.2,1263,False,Tomm Moore,Honor Kneafsey,-10689280,-8.1552734375,Cartoon Saloon,Animation,Family,Adventure
Blockers,21000000,94017294,102,3.3702,6.3,2029,False,Kay Cannon,Leslie Mann,73017294,0.7766368387501134,Hurwitz & Schlossberg Productions,Comedy,,
The Descent: Part 2,6000200,7048886,94,3.3695,5.9,1198,True,Jon Harris,Shauna Macdonald,1048686,0.14877329552499502,Celador Films,Adventure,Horror,Thriller
Firewall,45000000,82800000,105,3.3693,5.8,969,False,Richard Loncraine,Harrison Ford,37800000,0.45652173913043476,Village Roadshow Pictures,Action,Crime,Thriller
Home Again,12000000,27020284,97,3.3677,6.1,1206,False,Hallie Meyers-Shyer,Reese Witherspoon,15020284,0.5558891979077644,Black Bicycle Entertainment,Comedy,Drama,Romance
Herbie Fully Loaded,50000000,144100000,100,3.3645,5.8,2331,True,Angela Robinson,Lindsay Lohan,94100000,0.6530187369882027,Walt Disney Pictures,Comedy,Family,Adventure
Timber Falls,2600000,677548,97,3.3616,5.2,155,False,Tony Giglio,Josh Randall,-1922452,-2.8373665039229694,Ascendant Pictures,Horror,Thriller,
High School Musical 3: Senior Year,11000000,252909177,112,3.3613,6.5,3504,True,Kenny Ortega,Zac Efron,241909177,0.9565061255171456,Walt Disney Pictures,Comedy,Romance,Drama
The Dilemma,70000000,67112664,111,3.3545,5.32,871,False,Ron Howard,Vince Vaughn,-2887336,-0.043022223048693166,Wild West Picture Show Productions,Comedy,Drama,
Employee of the Month,12000000,38528984,103,3.3532,5.6,651,False,Greg Coolidge,Dane Cook,26528984,0.6885461604697388,Lionsgate,Comedy,Romance,
The 15:17 to Paris,30000000,57076286,94,3.3525,5.4,1624,False,Clint Eastwood,Ray Corasani,27076286,0.47438766425692097,Warner Bros. Pictures,Drama,Thriller,
It's Complicated,85000000,219103655,121,3.3523,6.5,1435,False,Nancy Meyers,Meryl Streep,134103655,0.6120557641998259,Universal Pictures,Comedy,Romance,
Unfriended,1000000,62900000,83,3.3516,5.526,3385,True,Levan Gabriadze,Shelley Hennig,61900000,0.9841017488076311,Blumhouse Productions,Horror,Mystery,Thriller
All the Money in the World,50000000,56996304,132,3.3504,6.5,2298,False,Ridley Scott,Michelle Williams,6996304,0.12275013481575928,Imperative Entertainment,Crime,History,Thriller
The Visitor,4000000,18197518,104,3.3483,7.162,468,False,Tom McCarthy,Richard Jenkins,14197518,0.780189803906225,Overture Films,Crime,Drama,Music
Daddy Day Care,60000000,164433867,92,3.346,5.9,2151,True,Steve Carr,Eddie Murphy,104433867,0.6351116646791503,Revolution Studios,Comedy,Family,
Madea Goes to Jail,17500000,90508336,102,3.3459,6.464,197,True,Tyler Perry,Tyler Perry,73008336,0.8066476440357936,Tyler Perry Studios,Comedy,Crime,Drama
The Secret,3500000,65600000,90,3.3458,6.5,368,False,Drew Heriot,Bob Proctor,62100000,0.9466463414634146,Prime Time,Documentary,,
Becoming Jane,16500000,37311672,120,3.3444,7.3,1191,False,Julian Jarrold,Anne Hathaway,20811672,0.5577791314203234,Ecosse Films,Romance,Drama,
"Crouching Tiger, Hidden Dragon: Sword of Destiny",20000000,38659039,103,3.3434,6.144,668,True,Yuen Woo-Ping,Donnie Yen,18659039,0.4826565657775404,The Weinstein Company,Action,Adventure,Drama
Dark Skies,3500000,25174316,97,3.3432,6.3,1820,False,Scott Stewart,Keri Russell,21674316,0.8609694102513054,Cinema Vehicle Services,Science Fiction,Thriller,Horror
Changing Lanes,45000000,94935764,98,3.3424,6.266,1139,False,Roger Michell,Ben Affleck,49935764,0.5259952824522485,Paramount Pictures,Thriller,Action,Drama
Mars Needs Moms,150000000,39000000,88,3.3423,5.9,715,False,Simon Wells,Seth Green,-111000000,-2.8461538461538463,Walt Disney Pictures,Adventure,Animation,Family
Biker Boyz,24000000,23510601,110,3.3392,6.218,367,False,Reggie Rock Bythewood,Laurence Fishburne,-489399,-0.020816099086535474,DreamWorks Pictures,Action,Drama,
Finding Forrester,43000000,80100000,136,3.3388,7.1,1123,False,Gus Van Sant,Sean Connery,37100000,0.4631710362047441,Laurence Mark Productions,Drama,History,
Medieval,23000000,4311284,126,3.3369,6.935,493,False,Petr Jákl,Ben Foster,-18688716,-4.334837602904378,R.U. Robot Studios,Action,Drama,History
Bullet to the Head,55000000,9489829,92,3.3364,5.613,1305,False,Walter Hill,Sylvester Stallone,-45510171,-4.795678720870524,Dark Castle Entertainment,Action,Crime,Thriller
Paul Blart: Mall Cop 2,38000000,107597242,94,3.3325,5.2,1595,True,Andy Fickman,Kevin James,69597242,0.6468310962840479,Columbia Pictures,Action,Comedy,Family
Aliens in the Attic,45000000,57881056,86,3.332,5.7,1006,False,John Schultz,Carter Jenkins,12881056,0.22254355552877267,Regency Enterprises,Adventure,Comedy,Family
About My Father,29100000,18167819,90,3.3271,6.076,344,False,Laura Terruso,Sebastian Maniscalco,-10932181,-0.6017332625341545,Lionsgate,Comedy,,
Funny People,75000000,71600000,146,3.3255,5.9,1334,False,Judd Apatow,Adam Sandler,-3400000,-0.04748603351955307,Universal Pictures,Comedy,Drama,
Jackass: The Movie,5000000,64282312,85,3.3231,6.3,1619,True,Jeff Tremaine,Johnny Knoxville,59282312,0.9222181056586763,Lynch Siderow Productions,Comedy,Documentary,Action
The Rental,3500000,4311042,88,3.3204,5.6,927,False,Dave Franco,Dan Stevens,811042,0.18813131488860466,Black Bear Pictures,Horror,Thriller,
Skiptrace,32000000,58500000,107,3.3175,5.7,712,False,Renny Harlin,Jackie Chan,26500000,0.452991452991453,JC Group International,Action,Adventure,Crime
Haunt,5000000,2243353,93,3.3169,6.681,1267,True,Bryan Woods,Katie Stevens,-2756647,-1.2288066122451526,Broken Road Productions,Horror,Thriller,
xXx: State of the Union,60000000,71410636,101,3.3161,5.0,1899,True,Lee Tamahori,Ice Cube,11410636,0.15978902638536926,Revolution Studios,Action,Adventure,Crime
Frida,12000000,56298474,123,3.3152,7.4,2058,False,Julie Taymor,Salma Hayek Pinault,44298474,0.7868503505086124,Miramax,Drama,Romance,
I Love You Phillip Morris,13000000,20768906,98,3.3134,6.427,1693,False,Glenn Ficarra,Jim Carrey,7768906,0.3740642862941361,EuropaCorp,Comedy,Crime,Drama
The Heat,43000000,158674180,117,3.3132,6.6,4000,False,Paul Feig,Sandra Bullock,115674180,0.7290044290759845,Chernin Entertainment,Action,Comedy,Crime
Land of the Dead,15000000,47074133,93,3.3111,6.2,1635,True,George A. Romero,Simon Baker,32074133,0.6813536640175614,Romero-Grunwald Productions,Horror,Science Fiction,Thriller
Next Friday,11000000,59827328,98,3.3105,6.5,593,True,Steve Carr,Ice Cube,48827328,0.8161375350074134,New Line Cinema,Comedy,,
Amityville: The Awakening,12000000,8481997,87,3.3101,5.3,1043,True,Franck Khalfoun,Bella Thorne,-3518003,-0.41476117004049873,Blumhouse Productions,Horror,Thriller,
The Tigger Movie,30000000,45554533,77,3.3101,6.6,580,False,Jun Falkenstein,Jim Cummings,15554533,0.3414486325652817,Walt Disney Pictures,Animation,Family,Comedy
Acrimony,20000000,34800000,120,3.3084,6.7,385,False,Tyler Perry,Taraji P. Henson,14800000,0.42528735632183906,Tyler Perry Studios,Drama,Thriller,
Tusk,3000000,1882074,105,3.3004,5.5,1457,False,Kevin Smith,Michael Parks,-1117926,-0.5939862088313211,Phase 4 Films,Comedy,Horror,
Chernobyl Diaries,1000000,38390020,88,3.2999,5.3,1611,False,Bradley Parker,Olivia Taylor Dudley,37390020,0.97395156345321,Oren Peli / Brian Witten Pictures,Horror,Thriller,
Fair Game,22000000,25806953,108,3.2992,6.472,801,False,Doug Liman,Naomi Watts,3806953,0.14751656268758268,River Road Entertainment,Drama,Thriller,
The Fifth Estate,28000000,8555008,128,3.2988,6.0,1024,False,Bill Condon,Benedict Cumberbatch,-19444992,-2.2729367406786762,Participant,Drama,Thriller,
Reign Over Me,20000000,22222308,124,3.2985,7.2,1102,False,Mike Binder,Adam Sandler,2222308,0.10000347398659042,Columbia Pictures,Drama,,
Never Let Me Go,15000000,9918093,103,3.2981,6.9,2337,False,Mark Romanek,Carey Mulligan,-5081907,-0.5123875123977967,Fox Searchlight Pictures,Drama,Romance,Science Fiction
Batman: The Killing Joke,3500000,3775000,77,3.2979,6.6,1855,False,Sam Liu,Kevin Conroy,275000,0.0728476821192053,Warner Bros. Animation,Action,Animation,Crime
A Dangerous Method,15000000,27462041,99,3.297,6.353,2110,False,David Cronenberg,Keira Knightley,12462041,0.4537915080674448,Dangerous Method Film AG,Drama,Thriller,
The Boys in the Boat,40000000,54401583,124,3.2949,7.256,289,False,George Clooney,Joel Edgerton,14401583,0.26472727824850245,Smoke House Pictures,Drama,History,
A Wrinkle in Time,103000000,132675864,109,3.2923,5.1,1805,False,Ava DuVernay,Storm Reid,29675864,0.22367191066492698,Whitaker Entertainment,Adventure,Science Fiction,Family
I.S.S.,13800000,6605079,96,3.2897,5.797,302,False,Gabriela Cowperthwaite,Ariana DeBose,-7194921,-1.089301278606963,LD Entertainment,Science Fiction,Thriller,
The Marine,20000000,22165608,92,3.2889,6.0,776,True,John Bonito,John Cena,2165608,0.09770126765753505,Pacific Film and Television Commission,Action,,
Demolition,10000000,4366460,101,3.2878,6.8,2295,False,Jean-Marc Vallée,Jake Gyllenhaal,-5633540,-1.2901847263000235,Sidney Kimmel Entertainment,Comedy,Drama,
Bandits,75000000,67631903,123,3.2857,6.3,1022,False,Barry Levinson,Bruce Willis,-7368097,-0.10894410290362523,Epsilon Motion Pictures,Comedy,Crime,
Office Christmas Party,45000000,114500000,105,3.2841,5.7,2104,False,Josh Gordon,Jason Bateman,69500000,0.6069868995633187,Bluegrass Films,Comedy,,
The Boy Next Door,4000000,52425855,91,3.2835,4.9,2051,False,Rob Cohen,Jennifer Lopez,48425855,0.9237017689077269,Smart Entertainment,Thriller,,
United 93,15000000,76300000,111,3.2832,7.1,1532,False,Paul Greengrass,J.J. Johnson,61300000,0.8034076015727392,Sidney Kimmel Entertainment,Drama,History,Crime
A Lot Like Love,30000000,42886719,107,3.283,6.8,1303,False,Nigel Cole,Ashton Kutcher,12886719,0.30048274385363916,Kevin Messick Productions,Comedy,Drama,Romance
Zola,5000000,3500000,86,3.2828,6.2,239,False,Janicza Bravo,Taylour Paige,-1500000,-0.42857142857142855,Killer Films,Comedy,Crime,
The Art of Self-Defense,1800000,2400000,104,3.282,6.6,756,False,Riley Stearns,Jesse Eisenberg,600000,0.25,End Cue,Comedy,Thriller,Drama
Eragon,100000000,250425512,104,3.2797,5.1,3308,False,Stefen Fangmeier,Ed Speleers,150425512,0.600679662382002,Fox 2000 Pictures,Fantasy,Action,Adventure
The Fog,18000000,46201432,100,3.2797,4.5,770,False,Rupert Wainwright,Tom Welling,28201432,0.6104016862507639,Revolution Studios,Horror,Mystery,
Dog Soldiers,2000000,3537283,105,3.2793,6.7,908,False,Neil Marshall,Sean Pertwee,1537283,0.4345942917205098,The Victor Film Company,Horror,Action,Thriller
Ultraviolet,30000000,31070211,87,3.2783,5.2,1625,False,Kurt Wimmer,Milla Jovovich,1070211,0.034444922179640174,Ultravi Productions,Science Fiction,Action,Thriller
The November Man,15000000,32600000,108,3.2782,6.109,1513,False,Roger Donaldson,Pierce Brosnan,17600000,0.5398773006134969,SPD Films,Crime,Action,Thriller
If I Stay,11000000,78300000,106,3.2765,7.4,4225,False,R. J. Cutler,Chloë Grace Moretz,67300000,0.859514687100894,New Line Cinema,Drama,,
Local Color,3250000,32788,107,3.2764,6.6,24,False,George Gallo,Armin Mueller-Stahl,-3217212,-98.1216298645846,Media 8 Entertainment,Drama,,
The Time Machine,80000000,123700000,96,3.276,6.3,2345,False,Simon Wells,Guy Pearce,43700000,0.3532740501212611,DreamWorks Pictures,Science Fiction,Adventure,Action
Save the Last Dance,13000000,131706809,113,3.2754,6.5,1285,True,Thomas Carter,Julia Stiles,118706809,0.9012959155361512,MTV Films,Drama,Family,Romance
You're Next,1000000,14347000,94,3.2734,6.6,2532,False,Adam Wingard,Sharni Vinson,13347000,0.9302990172161427,Snoot Entertainment,Horror,Thriller,Mystery
25th Hour,5000000,23932055,135,3.2729,7.321,2415,False,Spike Lee,Edward Norton,18932055,0.7910751918295358,Touchstone Pictures,Crime,Drama,
Jackie,9000000,13960394,100,3.2704,6.5,2329,False,Pablo Larraín,Natalie Portman,4960394,0.3553190547487413,LD Entertainment,Drama,,
Barbershop: The Next Cut,20000000,55030051,112,3.2702,6.3,472,True,Malcolm D. Lee,Ice Cube,35030051,0.6365622121629507,New Line Cinema,Comedy,Drama,
The Replacements,50000000,50054511,118,3.2699,6.7,996,False,Howard Deutch,Keanu Reeves,54511,0.0010890327147537212,Warner Bros. Pictures,Comedy,,
Dope,7000000,17986781,103,3.2689,7.1,1499,False,Rick Famuyiwa,Shameik Moore,10986781,0.6108253055396627,Revolt Films,Crime,Drama,Comedy
The Taking of Pelham 1 2 3,100000000,150166126,106,3.2677,6.4,3191,False,Tony Scott,Denzel Washington,50166126,0.3340708543017218,Escape Artists,Crime,Thriller,Action
MirrorMask,4000000,973613,101,3.2648,6.4,341,False,Dave McKean,Stephanie Leonidas,-3026387,-3.1084085771245866,The Jim Henson Company,Fantasy,,
Flyboys,60000000,17834865,138,3.2632,6.5,812,False,Tony Bill,James Franco,-42165135,-2.3641970376562984,Electric Entertainment,Action,Adventure,Drama
The Blackening,5000000,16000000,97,3.2619,6.0,335,True,Tim Story,Grace Byers,11000000,0.6875,MRC,Horror,Comedy,
The X Files: I Want to Believe,30000000,69363381,104,3.2613,5.832,1539,True,Chris Carter,David Duchovny,39363381,0.5674951311845655,Ten Thirteen Productions,Mystery,Science Fiction,Thriller
Confessions of a Dangerous Mind,30000000,33013805,113,3.2608,6.692,1171,False,George Clooney,Sam Rockwell,3013805,0.09128923491248585,Miramax,Comedy,Crime,Drama
The Good Shepherd,85000000,100266865,167,3.2608,6.3,1182,False,Robert De Niro,Matt Damon,15266865,0.1522623151726146,Universal Pictures,Drama,Thriller,History
Finding Neverland,25000000,116766556,106,3.2588,7.322,3605,False,Marc Forster,Johnny Depp,91766556,0.7858975989666082,Miramax,Drama,Fantasy,
The Best Man Holiday,17000000,71625195,123,3.2569,6.5,268,True,Malcolm D. Lee,Terrence Howard,54625195,0.7626533512404399,Universal Pictures,Comedy,,
Land of the Lost,100000000,68688831,102,3.2549,5.4,1335,False,Brad Silberling,Will Ferrell,-31311169,-0.45584076106929233,Universal Pictures,Adventure,Science Fiction,Comedy
Halloween II,10000000,39421467,105,3.253,5.3,1443,True,Rob Zombie,Malcolm McDowell,29421467,0.7463311043193801,Dimension Films,Horror,,
Woodlawn,12000000,14394097,123,3.2478,6.9,191,False,Jon Erwin,C. Thomas Howell,2394097,0.16632491777705818,Sony Pictures,Drama,,
30 Minutes or Less,28000000,40500000,83,3.2477,5.8,1734,False,Ruben Fleischer,Jesse Eisenberg,12500000,0.30864197530864196,Columbia Pictures,Action,Adventure,Comedy
The Believer,1500000,1309316,98,3.2459,6.873,620,False,Henry Bean,Ryan Gosling,-190684,-0.14563634752802226,Seven Arts Pictures,Drama,,
The Forest,10000000,37608299,95,3.2444,5.2,1768,False,Jason Zada,Natalie Dormer,27608299,0.7341012418562191,Lava Bear Films,Horror,Thriller,Mystery
Star Trek: Nemesis,60000000,67336470,116,3.242,6.3,1469,True,Stuart Baird,Patrick Stewart,7336470,0.10895239979167307,Paramount Pictures,Science Fiction,Action,Adventure
The Man with the Iron Heart,32679734,4412639,120,3.2414,6.6,784,False,Cédric Jimenez,Jason Clarke,-28267095,-6.405938713771962,Légende Films,War,Action,History
Blindness,25000000,19844979,121,3.2404,6.5,1295,False,Fernando Meirelles,Julianne Moore,-5155021,-0.25976449760919373,Alliance Films,Drama,Mystery,Science Fiction
Somewhere,8000000,14788642,98,3.2392,6.1,757,False,Sofia Coppola,Stephen Dorff,6788642,0.4590443125203788,Focus Features,Drama,Comedy,Romance
The Rum Diary,45000000,24000000,120,3.2365,5.9,1257,False,Bruce Robinson,Johnny Depp,-21000000,-0.875,FilmEngine,Comedy,Drama,
Dinner for Schmucks,69000000,86387857,114,3.2346,5.7,1818,False,Jay Roach,Paul Rudd,17387857,0.20127663312680624,Parkes+MacDonald Image Nation,Comedy,,
Early Man,50000000,53431158,89,3.232,6.1,817,False,Nick Park,Eddie Redmayne,3431158,0.06421642592885597,StudioCanal,Family,Comedy,Animation
The Debt Collector,3000000,28645,96,3.2287,5.8,221,True,Jesse V. Johnson,Scott Adkins,-2971355,-103.73031942747426,Tarzana Productions,Action,Comedy,
Open Range,22000000,68296293,139,3.2274,7.21,1123,False,Kevin Costner,Kevin Costner,46296293,0.6778741710036883,Cobalt Media Group,Western,Drama,Action
Hard Candy,950000,7000000,104,3.2258,6.816,2632,False,David Slade,Elliot Page,6050000,0.8642857142857143,Vulcan Productions,Drama,Thriller,
Firestarter,12000000,15000000,94,3.2254,5.5,735,False,Keith Thomas,Ryan Kiera Armstrong,3000000,0.2,Blumhouse Productions,Horror,Science Fiction,
The Spy Next Door,28000000,66166000,94,3.2244,5.867,1327,False,Brian Levant,Jackie Chan,38166000,0.5768219327146873,Spy Next Door,Action,Comedy,Family
Thank You for Smoking,6500000,24793509,92,3.2243,7.191,2237,False,Jason Reitman,Aaron Eckhart,18293509,0.7378346082436334,ContentFilm,Comedy,Drama,
Raising Helen,50000000,49700000,119,3.2243,6.1,666,False,Garry Marshall,Kate Hudson,-300000,-0.006036217303822937,Beacon Pictures,Drama,Comedy,Romance
