title,budget,revenue,runtime,genres,popularity,vote_average,vote_count,belongs_to_collection,director,lead_actor,profit,profit_margin,release__year,production_company,genre1,genre2,genre3
Rise of the Planet of the Apes,93000000,481800873,105,"['Thriller', 'Action', 'Drama', 'Science Fiction']",8.5108,7.333,12179,True,Rupert Wyatt,Andy Serkis,388800873,0.8069741978238383,2011,Dune Entertainment,Thriller,Action,Drama
"Three Billboards Outside Ebbing, Missouri",15000000,162729321,115,"['Crime', 'Drama']",8.5067,8.067,10340,False,Martin McDonagh,Frances McDormand,147729321,0.907822389303769,2017,Blueprint Pictures,Crime,Drama,
Manchester by the Sea,9000000,79000000,138,['Drama'],8.5045,7.5,6006,False,Kenneth Lonergan,Casey Affleck,70000000,0.8860759493670886,2016,Pearl Street Films,Drama,,
G.I. Joe: Retaliation,130000000,371900000,110,"['Action', 'Science Fiction', 'Adventure', 'Thriller']",8.5041,5.631,5549,True,Jon M. Chu,Dwayne Johnson,241900000,0.6504436676525948,2013,Paramount Pictures,Action,Science Fiction,Adventure
Brokeback Mountain,14000000,178043761,134,"['Drama', 'Romance']",8.5027,7.785,7161,False,Ang Lee,Heath Ledger,164043761,0.9213676462383874,2005,Focus Features,Drama,Romance,
The Greatest Showman,84000000,459066134,105,['Drama'],8.4957,7.877,9631,False,Michael Gracey,Hugh Jackman,375066134,0.8170198283456911,2017,Chernin Entertainment,Drama,,
I Saw the TV Glow,10000000,5396508,100,"['Drama', 'Horror']",8.4952,6.028,479,False,Jane Schoenbrun,Justice Smith,-4603492,-0.8530501576204464,2024,A24,Drama,Horror,
Star Trek Into Darkness,190000000,467381584,132,"['Action', 'Adventure', 'Science Fiction']",8.4936,7.321,9245,True,J.J. Abrams,Chris Pine,277381584,0.5934799176854174,2013,Bad Robot,Action,Adventure,Science Fiction
Paul,40000000,98000000,104,"['Adventure', 'Comedy', 'Science Fiction']",8.4876,6.733,5913,False,Greg Mottola,Simon Pegg,58000000,0.5918367346938775,2011,Universal Pictures,Adventure,Comedy,Science Fiction
The Pope's Exorcist,18000000,76987621,103,"['Horror', 'Thriller']",8.4864,6.954,2886,True,Julius Avery,Russell Crowe,58987621,0.7661961784739393,2023,Screen Gems,Horror,Thriller,
Jungle Cruise,200000000,220889446,127,"['Fantasy', 'Adventure']",8.4588,7.339,5824,False,Jaume Collet-Serra,Dwayne Johnson,20889446,0.09456968804204434,2021,Walt Disney Pictures,Fantasy,Adventure,
Jack Reacher: Never Go Back,60000000,162100000,118,"['Action', 'Thriller']",8.4578,5.997,5010,True,Edward Zwick,Tom Cruise,102100000,0.6298581122763726,2016,Skydance Media,Action,Thriller,
Terminator 3: Rise of the Machines,200000000,435000000,109,"['Action', 'Thriller', 'Science Fiction']",8.4323,6.168,6819,True,Jonathan Mostow,Arnold Schwarzenegger,235000000,0.5402298850574713,2003,IMF Productions,Action,Thriller,Science Fiction
Max Payne,35000000,85416905,100,"['Crime', 'Action', 'Drama', 'Thriller', 'Mystery']",8.4289,5.378,2117,False,John Moore,Mark Wahlberg,50416905,0.5902450457552869,2008,Dune Entertainment,Crime,Action,Drama
Click,82500000,240685326,107,"['Comedy', 'Drama', 'Fantasy']",8.4257,6.295,7170,False,Frank Coraci,Adam Sandler,158185326,0.6572287917544254,2006,Original Film,Comedy,Drama,Fantasy
Tomorrowland,190000000,209200000,130,"['Adventure', 'Family', 'Mystery', 'Science Fiction']",8.4115,6.281,7086,False,Brad Bird,Britt Robertson,19200000,0.09177820267686425,2015,Walt Disney Pictures,Adventure,Family,Mystery
Rambo: Last Blood,50000000,91500000,89,"['Action', 'Thriller', 'Drama']",8.4092,6.537,3994,True,Adrian Grünberg,Sylvester Stallone,41500000,0.453551912568306,2019,Millennium Media,Action,Thriller,Drama
The Day After Tomorrow,125000000,552639571,123,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",8.3993,6.543,8344,False,Roland Emmerich,Dennis Quaid,427639571,0.7738127948858009,2004,20th Century Fox,Action,Adventure,Science Fiction
Kill Bill: Vol. 2,30000000,152159461,136,"['Action', 'Crime', 'Thriller']",8.361,7.874,14255,True,Quentin Tarantino,Uma Thurman,122159461,0.8028384183090659,2004,Super Cool ManChu,Action,Crime,Thriller
Beautiful Disaster,25000000,6850036,96,"['Romance', 'Drama', 'Comedy']",8.3474,6.678,825,True,Roger Kumble,Dylan Sprouse,-18149964,-2.6496158560334573,2023,Voltage Pictures,Romance,Drama,Comedy
Weekend in Taipei,30000000,2826064,101,"['Action', 'Adventure', 'Thriller']",8.3374,6.21,186,False,George Huang,Luke Evans,-27173936,-9.615470845670869,2024,EuropaCorp,Action,Adventure,Thriller
Perfume: The Story of a Murderer,60000000,135039924,147,"['Crime', 'Fantasy', 'Drama']",8.3286,7.365,4692,False,Tom Tykwer,Ben Whishaw,75039924,0.5556869537337713,2006,Rising Star Productions,Crime,Fantasy,Drama
Memory,30000000,13900000,114,"['Action', 'Thriller', 'Crime']",8.3277,6.8,1547,False,Martin Campbell,Liam Neeson,-16100000,-1.158273381294964,2022,Black Bear Pictures,Action,Thriller,Crime
Suicide Squad,175000000,749200054,122,"['Action', 'Adventure', 'Fantasy']",8.3251,5.9,21411,True,David Ayer,Will Smith,574200054,0.7664175288487098,2016,Warner Bros. Pictures,Action,Adventure,Fantasy
Shark Tale,75000000,367300000,90,"['Animation', 'Action', 'Comedy', 'Family']",8.319,6.024,6432,False,Vicky Jenson,Will Smith,292300000,0.7958072420364825,2004,DreamWorks Animation,Animation,Action,Comedy
Atonement,30000000,131016624,123,"['Drama', 'Romance']",8.3093,7.642,4382,False,Joe Wright,James McAvoy,101016624,0.771021423968305,2007,Universal Pictures,Drama,Romance,
Redeeming Love,30000000,9464198,134,"['Romance', 'Drama', 'Western']",8.3046,7.831,625,False,D.J. Caruso,Abigail Cowen,-20535802,-2.1698406985990784,2022,Mission Pictures International,Romance,Drama,Western
The Jungle Book,175000000,966550600,106,"['Family', 'Adventure', 'Drama', 'Fantasy']",8.2999,6.863,8170,False,Jon Favreau,Neel Sethi,791550600,0.8189437780081043,2016,Walt Disney Pictures,Family,Adventure,Drama
Now You See Me 2,120000000,334897606,129,"['Thriller', 'Crime']",8.2981,6.824,10921,True,Jon M. Chu,Jesse Eisenberg,214897606,0.6416815233967363,2016,Summit Entertainment,Thriller,Crime,
Taken 2,45000000,376100000,91,"['Action', 'Crime', 'Thriller']",8.2877,6.361,6769,True,Olivier Megaton,Liam Neeson,331100000,0.8803509704865727,2012,EuropaCorp,Action,Crime,Thriller
Us,20000000,256067149,116,"['Horror', 'Mystery', 'Thriller']",8.2841,6.959,7574,False,Jordan Peele,Lupita Nyong'o,236067149,0.9218954868748119,2019,Monkeypaw Productions,Horror,Mystery,Thriller
Inside Man,45000000,186003591,129,"['Crime', 'Drama', 'Thriller']",8.2803,7.395,5967,True,Spike Lee,Denzel Washington,141003591,0.758069186954568,2006,40 Acres and a Mule Filmworks,Crime,Drama,Thriller
Where the Crawdads Sing,24000000,144353965,126,"['Drama', 'Mystery', 'Romance']",8.2787,7.559,1980,False,Olivia Newman,Daisy Edgar-Jones,120353965,0.833742010480973,2022,3000 Pictures,Drama,Mystery,Romance
The Hitman's Bodyguard,30000000,176586701,118,"['Action', 'Comedy', 'Crime', 'Thriller']",8.2585,6.892,6337,True,Patrick Hughes,Ryan Reynolds,146586701,0.8301117817473695,2017,Campbell Grobman Films,Action,Comedy,Crime
The Gray Man,200000000,454023,129,"['Action', 'Thriller']",8.2584,6.945,3833,False,Joe Russo,Ryan Gosling,-199545977,-439.50631796186536,2022,AGBO,Action,Thriller,
Elysium,115000000,286140700,109,"['Science Fiction', 'Action', 'Drama', 'Thriller']",8.239,6.514,9065,False,Neill Blomkamp,Matt Damon,171140700,0.5980998159297157,2013,TriStar Pictures,Science Fiction,Action,Drama
Monkey Man,10000000,35271631,121,"['Action', 'Thriller']",8.2326,6.898,1137,False,Dev Patel,Dev Patel,25271631,0.7164860337759827,2024,Thunder Road,Action,Thriller,
Virgin Territory,38000000,5410749,93,"['Adventure', 'Action', 'Comedy', 'Romance']",8.2288,4.828,337,False,David Leland,Hayden Christensen,-32589251,-6.023057251408262,2007,Zephyr Films,Adventure,Action,Comedy
Secretary,4000000,9300000,111,"['Romance', 'Drama', 'Comedy']",8.2178,6.8,1705,False,Steven Shainberg,James Spader,5300000,0.5698924731182796,2002,Slough Pond,Romance,Drama,Comedy
The Lost City,74000000,192907684,112,"['Action', 'Adventure', 'Comedy']",8.2157,6.489,3716,False,Aaron Nee,Sandra Bullock,118907684,0.616396825333303,2022,Fortis Films,Action,Adventure,Comedy
Treasure Planet,140000000,109578115,95,"['Adventure', 'Animation', 'Family', 'Fantasy', 'Science Fiction']",8.2145,7.6,4325,False,John Musker,Joseph Gordon-Levitt,-30421885,-0.2776273802483279,2002,Walt Disney Pictures,Adventure,Animation,Family
Rise of the Guardians,145000000,306941670,97,"['Animation', 'Family', 'Fantasy']",8.2113,7.364,6838,False,Peter Ramsey,Chris Pine,161941670,0.5275975399495285,2012,DreamWorks Animation,Animation,Family,Fantasy
Barbarian,4500000,45400000,102,"['Horror', 'Thriller']",8.2005,6.829,2686,False,Zach Cregger,Georgina Campbell,40900000,0.9008810572687225,2022,BoulderLight Pictures,Horror,Thriller,
The Northman,70000000,69633110,137,"['Action', 'Adventure', 'Fantasy']",8.1922,7.048,4551,False,Robert Eggers,Alexander Skarsgård,-366890,-0.005268901532618607,2022,Focus Features,Action,Adventure,Fantasy
Life,58000000,100541806,104,"['Horror', 'Science Fiction', 'Mystery', 'Thriller']",8.1896,6.442,7523,False,Daniel Espinosa,Jake Gyllenhaal,42541806,0.42312554043439404,2017,Columbia Pictures,Horror,Science Fiction,Mystery
Limitless,27000000,161900000,105,"['Thriller', 'Mystery', 'Science Fiction']",8.1891,7.193,10863,False,Neil Burger,Bradley Cooper,134900000,0.8332303891290921,2011,Relativity Media,Thriller,Mystery,Science Fiction
Elvis,85000000,288670284,159,"['Drama', 'Music', 'History']",8.179,7.5,3578,False,Baz Luhrmann,Austin Butler,203670284,0.705546415023446,2022,Warner Bros. Pictures,Drama,Music,History
12 Years a Slave,20000000,187000000,134,"['Drama', 'History']",8.1379,7.937,11465,False,Steve McQueen,Chiwetel Ejiofor,167000000,0.893048128342246,2013,New Regency Pictures,Drama,History,
F9,200000000,726229501,143,"['Action', 'Adventure', 'Crime']",8.1367,7.048,7378,True,Justin Lin,Vin Diesel,526229501,0.7246049634108709,2021,Original Film,Action,Adventure,Crime
Jason Bourne,120000000,415484914,123,"['Action', 'Thriller']",8.1339,6.4,5839,True,Paul Greengrass,Matt Damon,295484914,0.7111808492762748,2016,The Kennedy/Marshall Company,Action,Thriller,
National Treasure,100000000,347500000,131,"['Adventure', 'Action', 'Thriller', 'Mystery']",8.1234,6.641,6470,True,Jon Turteltaub,Nicolas Cage,247500000,0.7122302158273381,2004,Walt Disney Pictures,Adventure,Action,Thriller
The Lego Batman Movie,80000000,311950384,104,"['Animation', 'Action', 'Comedy', 'Family']",8.121,7.225,5122,False,Chris McKay,Will Arnett,231950384,0.7435489612989225,2017,Lin Pictures,Animation,Action,Comedy
Mean Girls,36000000,104970953,113,['Comedy'],8.0708,5.917,618,False,Arturo Perez Jr.,Angourie Rice,68970953,0.6570479835502684,2024,Little Stranger,Comedy,,
The Count of Monte Cristo,35000000,75395048,131,"['Adventure', 'Drama', 'History']",8.0628,7.677,1865,False,Kevin Reynolds,Jim Caviezel,40395048,0.5357785301761463,2002,Touchstone Pictures,Adventure,Drama,History
Retribution,20000000,18685751,91,"['Thriller', 'Action', 'Adventure']",8.0614,6.591,1216,False,Nimród Antal,Liam Neeson,-1314249,-0.07033428841045779,2023,The Picture Company,Thriller,Action,Adventure
The Butterfly Effect,13000000,96800000,113,"['Science Fiction', 'Thriller']",8.0497,7.579,7731,True,Eric Bress,Ashton Kutcher,83800000,0.8657024793388429,2004,FilmEngine,Science Fiction,Thriller,
The Boss Baby: Family Business,82000000,146745280,107,"['Animation', 'Comedy', 'Adventure', 'Family']",8.048,7.361,2593,True,Tom McGrath,Alec Baldwin,64745280,0.4412086030978305,2021,DreamWorks Animation,Animation,Comedy,Adventure
Nickel Boys,23200000,3016380,140,['Drama'],8.0441,6.502,252,False,RaMell Ross,Ethan Herisse,-20183620,-6.69133862444387,2024,Orion Pictures,Drama,,
The Patriot,110000000,215294342,165,"['Drama', 'History', 'War', 'Action']",8.0345,7.175,4026,False,Roland Emmerich,Mel Gibson,105294342,0.4890715706778769,2000,Columbia Pictures,Drama,History,War
The Italian Job,60000000,176070171,110,"['Action', 'Crime']",8.0169,6.775,5662,False,F. Gary Gray,Mark Wahlberg,116070171,0.6592267749884789,2003,De Line Pictures,Action,Crime,
Oblivion,120000000,286168572,124,"['Action', 'Science Fiction', 'Adventure', 'Mystery']",8.0072,6.654,10908,False,Joseph Kosinski,Tom Cruise,166168572,0.5806667407209203,2013,Universal Pictures,Action,Science Fiction,Adventure
Scary Movie 4,45000000,178262620,83,['Comedy'],8.0069,5.487,3341,True,David Zucker,Anna Faris,133262620,0.747563454413494,2006,Dimension Films,Comedy,,
The SpongeBob Movie: Sponge Out of Water,74000000,311594032,93,"['Family', 'Comedy', 'Adventure', 'Animation']",7.9891,6.084,2399,True,Paul Tibbitt,Tom Kenny,237594032,0.7625114976528177,2015,Paramount Animation,Family,Comedy,Adventure
Jupiter Ascending,176000000,184000000,127,"['Science Fiction', 'Fantasy', 'Action']",7.9432,5.458,6841,False,Lana Wachowski,Channing Tatum,8000000,0.043478260869565216,2015,Warner Bros. Pictures,Science Fiction,Fantasy,Action
Fantastic Mr. Fox,40000000,46471023,87,"['Adventure', 'Animation', 'Comedy', 'Family']",7.9426,7.806,5633,False,Wes Anderson,George Clooney,6471023,0.1392485592580994,2009,Regency Enterprises,Adventure,Animation,Comedy
Little Man,64000000,101600000,98,"['Comedy', 'Crime']",7.9375,5.906,1780,False,Keenen Ivory Wayans,Marlon Wayans,37600000,0.3700787401574803,2006,Wayans Bros. Entertainment,Comedy,Crime,
Ralph Breaks the Internet,175000000,529323962,112,"['Family', 'Animation', 'Comedy', 'Adventure']",7.9349,7.2,7726,True,Rich Moore,John C. Reilly,354323962,0.669389612858675,2018,Walt Disney Pictures,Family,Animation,Comedy
The Grinch,75000000,508600000,85,"['Family', 'Comedy', 'Animation', 'Fantasy']",7.9347,6.862,4175,False,Yarrow Cheney,Benedict Cumberbatch,433600000,0.852536374360991,2018,Illumination,Family,Comedy,Animation
The Mechanic,40000000,51070807,93,"['Action', 'Thriller', 'Crime']",7.9072,6.519,3338,True,Simon West,Jason Statham,11070807,0.2167736844260166,2011,CBS Films,Action,Thriller,Crime
A Haunted House 2,4000000,25343661,87,"['Comedy', 'Horror']",7.9043,6.156,1493,True,Michael Tiddes,Marlon Wayans,21343661,0.8421696060407373,2014,Automatik Entertainment,Comedy,Horror,
Ghostbusters: Afterlife,75000000,204334455,124,"['Fantasy', 'Comedy', 'Adventure', 'Science Fiction']",7.9018,7.346,4810,True,Jason Reitman,Mckenna Grace,129334455,0.6329547065373776,2021,Columbia Pictures,Fantasy,Comedy,Adventure
Collateral,65000000,220239925,120,"['Drama', 'Crime', 'Thriller']",7.8963,7.229,5794,False,Michael Mann,Tom Cruise,155239925,0.7048673168591026,2004,Paramount Pictures,Drama,Crime,Thriller
Fantastic Four: Rise of the Silver Surfer,130000000,301913131,92,"['Science Fiction', 'Adventure', 'Action']",7.8929,5.609,7979,True,Tim Story,Ioan Gruffudd,171913131,0.5694125672195424,2007,1492 Pictures,Science Fiction,Adventure,Action
Lost in Translation,4000000,119723856,102,"['Drama', 'Romance', 'Comedy']",7.8929,7.4,7553,False,Sofia Coppola,Bill Murray,115723856,0.9665897830754799,2003,American Zoetrope,Drama,Romance,Comedy
Passengers,110000000,303144152,116,"['Drama', 'Romance', 'Science Fiction']",7.8879,6.953,13549,False,Morten Tyldum,Jennifer Lawrence,193144152,0.6371363284619788,2016,Columbia Pictures,Drama,Romance,Science Fiction
Blood Diamond,100000000,171700000,143,"['Drama', 'Thriller', 'Action']",7.8856,7.545,7839,False,Edward Zwick,Leonardo DiCaprio,71700000,0.41758881770529993,2006,Virtual Studios,Drama,Thriller,Action
Brother Bear,128000000,250397798,85,"['Adventure', 'Animation', 'Family']",7.8808,7.263,5520,True,Aaron Blaise,Joaquin Phoenix,122397798,0.48881339603473667,2003,Walt Disney Feature Animation,Adventure,Animation,Family
The Empty Man,16000000,4796993,137,"['Horror', 'Mystery', 'Thriller']",7.877,6.169,894,False,David Prior,James Badge Dale,-11203007,-2.335422836764615,2020,BOOM! Studios,Horror,Mystery,Thriller
The Nice Guys,50000000,71261763,116,"['Comedy', 'Crime', 'Action']",7.8734,7.1,8121,False,Shane Black,Russell Crowe,21261763,0.29836145086671517,2016,Silver Pictures,Comedy,Crime,Action
A.I. Artificial Intelligence,100000000,235926552,146,"['Drama', 'Science Fiction', 'Adventure']",7.8552,7.045,6289,False,Steven Spielberg,Haley Joel Osment,135926552,0.5761392723613407,2001,Warner Bros. Pictures,Drama,Science Fiction,Adventure
Despicable Me 3,80000000,1034800131,90,"['Action', 'Animation', 'Comedy', 'Family', 'Adventure']",7.8549,6.5,7319,True,Kyle Balda,Steve Carell,954800131,0.9226903847386544,2017,Illumination,Action,Animation,Comedy
The Dictator,65000000,179379533,83,['Comedy'],7.8489,6.201,6006,False,Larry Charles,Sacha Baron Cohen,114379533,0.6376398192540729,2012,Paramount Pictures,Comedy,,
Texas Chainsaw 3D,20000000,47300000,92,"['Horror', 'Thriller']",7.8326,5.46,1715,True,John Luessenhop,Alexandra Daddario,27300000,0.5771670190274841,2013,Lionsgate,Horror,Thriller,
Insidious: The Red Door,16000000,189086877,107,"['Horror', 'Thriller']",7.8199,6.565,1778,True,Patrick Wilson,Ty Simpkins,173086877,0.915382811045105,2023,Blumhouse Productions,Horror,Thriller,
Scooby-Doo,84000000,275650703,86,"['Mystery', 'Adventure', 'Comedy']",7.8155,6.089,4521,True,Raja Gosnell,Freddie Prinze Jr.,191650703,0.695266512706844,2002,Mosaic Media Group,Mystery,Adventure,Comedy
The A-Team,110000000,177238796,117,"['Action', 'Comedy', 'Crime']",7.8125,6.4,4734,False,Joe Carnahan,Liam Neeson,67238796,0.3793683861404701,2010,Phoenix Film Partners,Action,Comedy,Crime
Gravity,105000000,723192705,91,"['Science Fiction', 'Thriller', 'Drama']",7.8075,7.162,15612,False,Alfonso Cuarón,Sandra Bullock,618192705,0.8548104823596084,2013,Esperanto Filmoj,Science Fiction,Thriller,Drama
Legend,25000000,42972994,132,"['Crime', 'Thriller']",7.798,7.056,3982,False,Brian Helgeland,Tom Hardy,17972994,0.41823927837096947,2015,Working Title Films,Crime,Thriller,
Upgrade,5000000,16706680,100,"['Action', 'Thriller', 'Science Fiction']",7.7963,7.494,4574,False,Leigh Whannell,Logan Marshall-Green,11706680,0.7007185149892139,2018,Goalpost Pictures,Action,Thriller,Science Fiction
Lord of War,50000000,72600000,122,"['Crime', 'Drama', 'Thriller']",7.7801,7.328,4941,True,Andrew Niccol,Nicolas Cage,22600000,0.31129476584022037,2005,Endgame Entertainment,Crime,Drama,Thriller
Bee Movie,150000000,287594577,91,"['Family', 'Animation', 'Adventure', 'Comedy']",7.7788,6.027,4969,False,Simon J. Smith,Jerry Seinfeld,137594577,0.47843244624184966,2007,Columbus 81 Productions,Family,Animation,Adventure
The Blind Side,29000000,309231694,129,['Drama'],7.7644,7.669,6492,False,John Lee Hancock,Sandra Bullock,280231694,0.9062191859285937,2009,Alcon Entertainment,Drama,,
21,35000000,159808370,123,"['Drama', 'Crime']",7.747,6.687,4763,False,Robert Luketic,Jim Sturgess,124808370,0.7809876916959981,2008,Columbia Pictures,Drama,Crime,
Triangle,12000000,1594955,98,['Horror'],7.739,6.919,2719,False,Christopher Smith,Melissa George,-10405045,-6.523723239840622,2009,Dan Films,Horror,,
The Predator,88000000,160542134,107,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",7.7323,5.632,4796,True,Shane Black,Boyd Holbrook,72542134,0.4518572924912036,2018,Davis Entertainment,Science Fiction,Action,Adventure
Ballerina,30000000,109573511,89,"['Animation', 'Adventure', 'Comedy', 'Family']",7.7152,7.187,1904,False,Eric Summer,Elle Fanning,79573511,0.7262112008074653,2016,Main Journey,Animation,Adventure,Comedy
A Walk to Remember,11800000,47494916,101,"['Drama', 'Romance']",7.703,7.755,4101,False,Adam Shankman,Mandy Moore,35694916,0.7515523556247579,2002,Gaylord Films,Drama,Romance,
Warrior,25000000,23300000,140,"['Drama', 'Action']",7.687,7.844,4705,False,Gavin O'Connor,Joel Edgerton,-1700000,-0.07296137339055794,2011,Lionsgate,Drama,Action,
Friends with Benefits,35000000,149500000,110,"['Romance', 'Comedy']",7.687,6.655,8064,False,Will Gluck,Justin Timberlake,114500000,0.7658862876254181,2011,Castle Rock Entertainment,Romance,Comedy,
The Lobster,4000000,15700000,119,"['Comedy', 'Drama', 'Romance']",7.6842,7.039,6450,False,Yorgos Lanthimos,Colin Farrell,11700000,0.7452229299363057,2015,Scarlet Films,Comedy,Drama,Romance
Power Rangers,105000000,142300000,124,"['Action', 'Adventure', 'Science Fiction']",7.6841,6.3,4463,False,Dean Israelite,Dacre Montgomery,37300000,0.26212227687983136,2017,Lionsgate,Action,Adventure,Science Fiction
Sherlock Holmes: A Game of Shadows,125000000,334615000,129,"['Adventure', 'Action', 'Crime', 'Mystery']",7.6761,7.1,10488,True,Guy Ritchie,Robert Downey Jr.,209615000,0.6264363522256922,2011,Village Roadshow Pictures,Adventure,Action,Crime
PAW Patrol: The Movie,26000000,144327371,86,"['Family', 'Comedy', 'Adventure', 'Animation']",7.661,7.377,1231,True,Cal Brunker,Tyler Perry,118327371,0.8198539901346917,2021,Spin Master,Family,Comedy,Adventure
Spider-Man 2,200000000,788976453,127,"['Action', 'Adventure', 'Science Fiction']",7.6608,7.294,15509,True,Sam Raimi,Tobey Maguire,588976453,0.7465070101401365,2004,Marvel Enterprises,Action,Adventure,Science Fiction
Orphan,20000000,77912251,122,"['Horror', 'Thriller']",7.6526,6.994,5341,True,Jaume Collet-Serra,Vera Farmiga,57912251,0.7433009604612758,2009,Dark Castle Entertainment,Horror,Thriller,
The Watchers,30000000,51147812,102,"['Fantasy', 'Horror', 'Mystery']",7.6501,6.412,1283,False,Ishana Night Shyamalan,Dakota Fanning,21147812,0.4134646463469444,2024,Blinding Edge Pictures,Fantasy,Horror,Mystery
The Bank Job,20000000,64828421,112,"['Thriller', 'Crime', 'Drama']",7.6469,6.832,2408,False,Roger Donaldson,Jason Statham,44828421,0.6914933343818447,2008,Omnilab Media,Thriller,Crime,Drama
The Chronicles of Narnia: Prince Caspian,225000000,419665568,150,"['Adventure', 'Family', 'Fantasy']",7.6441,6.619,6482,True,Andrew Adamson,William Moseley,194665568,0.4638588029218542,2008,Walt Disney Pictures,Adventure,Family,Fantasy
Death on the Nile,90000000,137307235,127,"['Mystery', 'Crime', 'Thriller']",7.6432,6.43,3851,True,Kenneth Branagh,Kenneth Branagh,47307235,0.3445356320808587,2022,The Mark Gordon Company,Mystery,Crime,Thriller
8 Mile,41000000,242875078,111,"['Drama', 'Music']",7.6212,7.14,7444,False,Curtis Hanson,Eminem,201875078,0.83118893738451,2002,Mikona Productions,Drama,Music,
Aliens vs Predator: Requiem,40000000,130290885,94,"['Action', 'Science Fiction', 'Thriller', 'Horror']",7.6136,5.168,3041,True,Colin Strause,Steven Pasquale,90290885,0.6929946404155594,2007,Dune Entertainment,Action,Science Fiction,Thriller
22 Jump Street,50000000,331333876,112,"['Crime', 'Comedy', 'Action']",7.6135,6.83,8094,True,Phil Lord,Jonah Hill,281333876,0.849094814561008,2014,Columbia Pictures,Crime,Comedy,Action
Gifted,7000000,40300000,101,"['Drama', 'Comedy']",7.6111,8.006,5666,False,Marc Webb,Chris Evans,33300000,0.826302729528536,2017,Grade A Entertainment,Drama,Comedy,
The Impossible,45000000,198100000,113,"['Drama', 'Thriller', 'History']",7.6092,7.364,6394,False,J.A. Bayona,Naomi Watts,153100000,0.7728419989904088,2012,Summit Entertainment,Drama,Thriller,History
Hellboy: The Crooked Man,20000000,2014050,100,"['Fantasy', 'Horror', 'Action']",7.606,5.277,408,False,Brian Taylor,Jack Kesy,-17985950,-8.930240063553537,2024,Dark Horse Entertainment,Fantasy,Horror,Action
Insurgent,110000000,297002527,119,"['Action', 'Science Fiction', 'Thriller']",7.605,6.364,10118,True,Robert Schwentke,Shailene Woodley,187002527,0.6296327808685614,2015,Summit Entertainment,Action,Science Fiction,Thriller
Brothers,26000000,43500000,105,"['Drama', 'Thriller', 'War']",7.5997,7.311,3693,False,Jim Sheridan,Tobey Maguire,17500000,0.40229885057471265,2009,Lionsgate,Drama,Thriller,War
Undisputed II: Last Man Standing,8000000,1361,93,"['Action', 'Crime', 'Thriller', 'Drama']",7.5791,7.33,839,True,Isaac Florentine,Michael Jai White,-7998639,-5877.030859662013,2006,Nu Image Bulgaria,Action,Crime,Thriller
The Spiderwick Chronicles,90000000,164200000,95,"['Family', 'Adventure', 'Fantasy', 'Drama']",7.5755,6.653,2695,False,Mark Waters,Freddie Highmore,74200000,0.4518879415347138,2008,Paramount Pictures,Family,Adventure,Fantasy
The Black Phone,16000000,161440742,103,"['Horror', 'Thriller']",7.5754,7.57,5133,True,Scott Derrickson,Mason Thames,145440742,0.9008924277615127,2022,Blumhouse Productions,Horror,Thriller,
EuroTrip,25000000,22605153,92,['Comedy'],7.5475,6.603,2696,False,Jeff Schaffer,Scott Mechlowicz,-2394847,-0.1059425255825519,2004,The Montecito Picture Company,Comedy,,
Hulk,137000000,245360480,138,"['Science Fiction', 'Adventure', 'Action']",7.5431,5.569,5947,False,Ang Lee,Eric Bana,108360480,0.44163787093993295,2003,Marvel Enterprises,Science Fiction,Adventure,Action
The Drop,12600000,19054534,106,"['Drama', 'Crime']",7.5355,6.799,2250,False,Michaël R. Roskam,Tom Hardy,6454534,0.3387400605021356,2014,Fox Searchlight Pictures,Drama,Crime,
Warcraft,160000000,433677183,123,"['Action', 'Adventure', 'Fantasy']",7.5319,6.389,6922,False,Duncan Jones,Travis Fimmel,273677183,0.6310619828020788,2016,Legendary Pictures,Action,Adventure,Fantasy
Sin City,40000000,158733820,124,"['Crime', 'Action']",7.5299,7.462,8340,True,Robert Rodriguez,Bruce Willis,118733820,0.748005812497929,2005,Dimension Films,Crime,Action,
Immaculate,9000000,35340015,89,"['Horror', 'Mystery', 'Thriller']",7.5245,6.232,1425,False,Michael Mohan,Sydney Sweeney,26340015,0.7453311777032353,2024,Black Bear Pictures,Horror,Mystery,Thriller
Valerian and the City of a Thousand Planets,177200000,225973340,137,"['Adventure', 'Science Fiction', 'Action']",7.5187,6.629,7627,False,Luc Besson,Dane DeHaan,48773340,0.2158367000284193,2017,Belga Films,Adventure,Science Fiction,Action
The Fall,30000000,3984390,119,"['Adventure', 'Fantasy', 'Drama']",7.5185,7.6,1368,False,Tarsem Singh,Lee Pace,-26015610,-6.529383418791835,2006,Googly Films,Adventure,Fantasy,Drama
Flushed Away,149000000,178120010,84,"['Adventure', 'Animation', 'Comedy', 'Family']",7.5104,6.307,3884,False,David Bowers,Hugh Jackman,29120010,0.1634853377787257,2006,DreamWorks Animation,Adventure,Animation,Comedy
Jeepers Creepers 2,17000000,63102666,104,"['Horror', 'Thriller']",7.4973,6.1,1699,True,Victor Salva,Ray Wise,46102666,0.7305977531916005,2003,Jeepers Creepers II,Horror,Thriller,
Nope,68000000,170823080,130,"['Science Fiction', 'Horror', 'Thriller']",7.4945,6.841,4374,False,Jordan Peele,Daniel Kaluuya,102823080,0.6019273273845666,2022,Universal Pictures,Science Fiction,Horror,Thriller
